Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
Halloween Ends,2022,"['Horror', 'Thriller']",6.066,1921,33000000,104374176,616820
Luck,2022,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",7.749,1860,0,0,585511
Troll,2022,"['Fantasy', 'Action', 'Adventure']",6.583,1832,0,0,736526
365 Days: This Day,2022,"['Romance', 'Drama']",5.93,1783,0,0,829557
The Ice Age Adventures of Buck Wild,2022,"['Animation', 'Comedy', 'Family', 'Adventure']",6.588,1779,0,0,774825
Fresh,2022,"['Horror', 'Thriller']",6.973,1775,0,0,787752
Hocus Pocus 2,2022,"['Fantasy', 'Comedy', 'Family']",7.2,1773,30000000,0,642885
Amsterdam,2022,"['Mystery', 'Comedy', 'Drama']",6.063,1718,80000000,31245810,664469
Dog,2022,"['Drama', 'Comedy']",7.306,1694,20000000,84774243,626735
Pinocchio,2022,"['Fantasy', 'Adventure', 'Family']",6.306,1683,0,0,532639
Aftersun,2022,['Drama'],7.675,1673,0,7834405,965150
Spiderhead,2022,"['Science Fiction', 'Thriller']",5.786,1667,0,0,615469
DC League of Super-Pets,2022,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",7.178,1667,90000000,203000000,539681
Beast,2022,"['Thriller', 'Action', 'Horror', 'Adventure']",6.542,1665,0,56000000,760741
Enola Holmes 2,2022,"['Adventure', 'Mystery', 'Crime']",7.321,1635,0,0,829280
The Sea Beast,2022,"['Animation', 'Adventure', 'Action', 'Family', 'Fantasy']",7.325,1608,0,0,560057
Memory,2022,"['Action', 'Thriller', 'Crime']",6.746,1595,30000000,13900000,818397
Suzume,2022,"['Animation', 'Drama', 'Adventure', 'Fantasy']",7.896,1587,0,323638107,916224
Texas Chainsaw Massacre,2022,['Horror'],5.21,1572,20000000,0,632727
Three Thousand Years of Longing,2022,"['Drama', 'Fantasy', 'Romance']",6.885,1563,60000000,20300000,556694
Deep Water,2022,"['Drama', 'Mystery', 'Thriller']",5.817,1531,49000000,0,619979
Bones and All,2022,"['Horror', 'Romance', 'Drama']",7.027,1519,16000000,15234907,791177
RRR,2022,"['Action', 'Adventure', 'Drama']",7.739,1474,69000000,160000000,579974
Blonde,2022,['Drama'],5.929,1462,22000000,0,301502
Werewolf by Night,2022,"['Action', 'Fantasy', 'Horror']",6.978,1434,0,0,894205
TÁR,2022,"['Music', 'Drama']",7.09,1426,35000000,29048571,817758
Thirteen Lives,2022,"['Drama', 'Thriller']",7.857,1399,55000000,0,698948
Decision to Leave,2022,"['Thriller', 'Mystery', 'Romance']",7.335,1370,0,16914773,705996
Strange World,2022,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",6.3,1364,180000000,73621640,877269
The Good Nurse,2022,"['Drama', 'Crime', 'Mystery']",6.874,1354,0,0,541134
Bodies Bodies Bodies,2022,"['Horror', 'Comedy', 'Mystery']",6.176,1350,3000000,13900000,520023
Ticket to Paradise,2022,"['Drama', 'Comedy', 'Romance']",6.43,1339,20000000,168800000,800939
The School for Good and Evil,2022,"['Fantasy', 'Comedy', 'Adventure', 'Drama']",7.046,1327,0,0,779782
After Ever Happy,2022,"['Romance', 'Drama']",6.79,1325,14000000,19238073,744276
Chip 'n Dale: Rescue Rangers,2022,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",6.999,1314,70000000,623190,420821
